Transaction_ID,Card_ID,Transaction_Amount,Merchant,Transaction_Type,Average_Transaction_Per_Day,Accumulated_Transactions,Average_Transaction_Amount,Accumulated_Amount,Transaction_Location,Previous_Location,Time_Difference (min),Is_Fraudulent
T298250,C25555,570.35,Booking,E-Commerce,34,14,304.74,77.64,Ecuador,Ecuador,63.0,0
T267451,C57164,895.38,Steam,E-Commerce,39,16,554.71,92.23,Ecuador,Ecuador,97.0,0
T427327,C94185,770.44,G2A,E-Commerce,37,20,417.68,51.23,Ecuador,Ecuador,18.0,0
T347378,C15056,283.08,Delta Airlines,E-Commerce,30,22,88.35,997.8,Ecuador,Ecuador,49.0,0
T761736,C43224,514.28,Steam,E-Commerce,8,38,593.03,772.03,Ecuador,Ecuador,6.0,0
T774295,C93445,7.79,Delta Airlines,E-Commerce,16,15,725.31,507.32,Ecuador,Ecuador,108.0,0
T259049,C77653,875.39,Booking,E-Commerce,14,2,44.24,623.37,Ecuador,Ecuador,8.0,0
T726559,C25487,91.25,G2A,E-Commerce,13,38,620.81,729.48,Ecuador,Ecuador,117.0,0
T881467,C17837,123.03,Epic Games,E-Commerce,26,3,822.64,98.7,Ecuador,Ecuador,31.0,0
T886175,C54691,620.12,Cartier,E-Commerce,9,10,904.15,607.85,Ecuador,Ecuador,31.0,0
T371861,C29073,431.89,Amazon Gift Cards,E-Commerce,37,12,915.32,385.14,Ecuador,Ecuador,49.0,0
T600964,C92947,843.48,American Airlines,E-Commerce,1,17,898.9,758.08,Ecuador,Ecuador,92.0,0
T739702,C43607,28.49,Tiffany & Co.,E-Commerce,34,20,179.38,232.07,Ecuador,Ecuador,100.0,0
T341356,C57346,73.81,Delta Airlines,E-Commerce,22,10,838.6,720.23,Ecuador,Ecuador,44.0,0
T488808,C23042,577.32,Zales,E-Commerce,11,17,282.01,761.63,Ecuador,Ecuador,97.0,0
T318126,C69171,507.08,LATAM,E-Commerce,2,20,722.38,709.58,Ecuador,Ecuador,9.0,0
T213252,C96610,267.37,Tiffany & Co.,E-Commerce,8,21,256.42,218.61,Ecuador,Ecuador,98.0,0
T417864,C95755,764.47,Steam,E-Commerce,23,38,776.7,803.52,Ecuador,Ecuador,102.0,0
T742802,C46982,90.66,Amazon,E-Commerce,26,27,891.45,28.53,Ecuador,Ecuador,31.0,0
T184586,C14839,430.92,Epic Games,E-Commerce,10,35,225.63,923.33,Ecuador,Ecuador,98.0,0
T270855,C47728,84.76,Delta Airlines,E-Commerce,39,3,81.14,774.88,Ecuador,Ecuador,103.0,0
T828169,C69583,427.91,Delta Airlines,E-Commerce,15,31,818.76,817.54,Ecuador,Ecuador,40.0,0
T576290,C64489,261.41,LATAM,E-Commerce,24,11,781.73,634.33,Ecuador,Ecuador,75.0,0
T725500,C61092,175.81,Zales,E-Commerce,4,4,525.68,93.94,Ecuador,Ecuador,41.0,0
T939138,C40149,904.77,LATAM,E-Commerce,2,30,968.33,727.17,Ecuador,Ecuador,112.0,0
T301547,C43317,587.63,Amazon,E-Commerce,2,19,460.41,429.32,Ecuador,Ecuador,36.0,0
T102030,C75035,527.14,Delta Airlines,E-Commerce,4,28,494.02,354.44,Ecuador,Ecuador,61.0,0
T957608,C26977,260.08,Shein,E-Commerce,36,1,406.48,806.44,Ecuador,Ecuador,51.0,0
T878077,C99252,50.31,eBay,E-Commerce,23,22,676.32,805.64,Ecuador,Ecuador,40.0,0
T999248,C71655,528.38,G2A,E-Commerce,12,34,386.18,787.2,Ecuador,Ecuador,97.0,0
T591347,C36159,372.06,Cartier,E-Commerce,20,13,396.23,101.86,Ecuador,Ecuador,47.0,0
T602375,C92559,216.06,Shein,E-Commerce,9,25,990.77,829.74,Ecuador,Ecuador,41.0,0
T833098,C29237,354.6,Tiffany & Co.,E-Commerce,35,37,626.37,725.34,Ecuador,Ecuador,99.0,0
T306320,C26946,844.07,Delta Airlines,E-Commerce,25,12,402.64,668.35,Ecuador,Ecuador,51.0,0
T517967,C31456,921.33,Booking,E-Commerce,38,22,525.47,328.95,Ecuador,Ecuador,42.0,0
T159293,C49262,304.28,Amazon,E-Commerce,22,19,294.14,788.59,Ecuador,Ecuador,72.0,0
T749256,C70024,885.82,Booking,E-Commerce,7,26,618.07,809.06,Ecuador,Ecuador,33.0,0
T708218,C81577,366.0,Cartier,E-Commerce,5,12,349.54,285.02,Ecuador,Ecuador,80.0,0
T778408,C69757,59.42,Booking,E-Commerce,27,6,868.56,319.88,Ecuador,Ecuador,104.0,0
T376680,C34946,685.8,Booking,E-Commerce,15,3,213.11,362.64,Ecuador,Ecuador,86.0,0
T668240,C15785,963.97,Shein,E-Commerce,17,12,478.73,36.99,Brazil,Ecuador,55.0,0
T764349,C18823,744.77,Booking,E-Commerce,27,9,539.9,342.75,Brazil,Brazil,31.0,0
T389367,C55055,747.74,Zales,E-Commerce,26,26,99.84,3.24,Brazil,Brazil,97.0,0
T558812,C49140,7.52,Delta Airlines,E-Commerce,7,27,969.27,904.23,Brazil,Brazil,49.0,0
T669033,C99012,692.65,Epic Games,E-Commerce,25,2,133.14,971.12,Brazil,Brazil,18.0,0
T708862,C30553,304.38,Amazon,E-Commerce,28,1,229.17,890.64,Brazil,Brazil,53.0,0
T649485,C79467,77.69,Steam,E-Commerce,33,2,962.64,420.54,Brazil,Brazil,37.0,0
T640465,C16749,748.56,Tiffany & Co.,E-Commerce,9,36,979.14,895.04,Brazil,Brazil,68.0,0
T951059,C48881,130.82,Tiffany & Co.,E-Commerce,9,36,919.21,221.56,Brazil,Brazil,23.0,0
T690781,C85943,219.13,American Airlines,E-Commerce,8,20,865.29,591.56,Brazil,Brazil,34.0,0
T841277,C83505,322.23,Tiffany & Co.,E-Commerce,20,33,426.62,244.25,Brazil,Brazil,104.0,0
T760643,C32402,224.62,Booking,E-Commerce,10,21,375.63,418.33,Brazil,Brazil,5.0,0
T346302,C71680,451.31,eBay,E-Commerce,24,10,100.32,86.87,Brazil,Brazil,104.0,0
T979499,C24253,651.91,Epic Games,E-Commerce,10,38,438.45,324.7,Ecuador,Brazil,25.0,0
T113159,C45912,859.77,Tiffany & Co.,E-Commerce,21,36,806.83,295.76,India,Ecuador,59.0,1
T447363,C63106,269.52,Delta Airlines,E-Commerce,4,10,220.7,108.03,India,India,82.0,0
T834378,C31746,640.61,Amazon Gift Cards,E-Commerce,27,11,303.39,997.53,India,India,105.0,0
T281725,C12554,475.42,Walmart,E-Commerce,5,35,114.35,594.76,India,India,51.0,0
T170509,C70970,988.19,Delta Airlines,E-Commerce,20,9,126.23,619.15,India,India,59.0,0
T425352,C76024,470.28,Walmart,E-Commerce,15,31,494.96,546.24,India,India,63.0,0
T742554,C37072,589.38,G2A,E-Commerce,12,15,266.64,74.51,India,India,57.0,0
T537911,C64866,161.01,Walmart,E-Commerce,3,4,578.19,453.57,India,India,79.0,0
T686074,C95659,675.89,Cartier,E-Commerce,15,3,539.83,997.02,India,India,57.0,0
T748039,C21066,381.34,eBay,E-Commerce,11,10,154.2,991.68,India,India,80.0,0
T390332,C33697,278.08,Booking,E-Commerce,26,37,891.74,648.19,India,India,4.0,0
T679056,C23958,648.55,G2A,E-Commerce,3,15,319.78,975.54,India,India,13.0,0
T336894,C59200,969.27,Shein,E-Commerce,16,16,923.96,74.71,India,India,8.0,0
T201586,C13520,194.16,Amazon Gift Cards,E-Commerce,5,28,728.49,693.27,India,India,75.0,0
T766894,C67987,198.08,Amazon,E-Commerce,22,4,852.72,146.87,India,India,67.0,0
T523331,C17829,144.69,Zephora,E-Commerce,34,37,417.93,888.77,India,India,39.0,0
T248603,C36127,188.72,Walmart,E-Commerce,19,2,670.66,736.66,India,India,83.0,0
T637549,C20176,569.09,eBay,E-Commerce,37,8,686.38,564.25,Chile,India,48.0,0
T877451,C11168,103.29,Zephora,E-Commerce,10,19,514.31,869.65,Chile,Chile,82.0,0
T234592,C37027,967.13,Amazon Gift Cards,E-Commerce,5,30,46.15,946.98,Chile,Chile,103.0,0
T740799,C79146,619.39,Zephora,E-Commerce,19,24,183.75,498.64,Chile,Chile,89.0,0
T110400,C99381,569.73,Amazon,E-Commerce,28,14,887.56,151.53,Chile,Chile,28.0,0
T241976,C10353,878.97,eBay,E-Commerce,11,39,964.08,783.75,Chile,Chile,21.0,0
T289666,C24564,749.99,Epic Games,E-Commerce,17,28,797.98,3.79,Chile,Chile,51.0,0
T859825,C87297,343.31,Tiffany & Co.,E-Commerce,3,18,116.87,362.88,Chile,Chile,102.0,0
T626588,C17733,74.08,LATAM,E-Commerce,13,12,903.28,569.2,Chile,Chile,96.0,0
T873847,C10679,202.4,Delta Airlines,E-Commerce,27,1,397.44,74.68,Ecuador,Chile,85.0,0
T489923,C17620,343.57,Delta Airlines,E-Commerce,25,34,294.19,116.51,Ecuador,Ecuador,92.0,0
T486148,C97920,931.05,Steam,E-Commerce,32,27,43.04,911.74,Ecuador,Ecuador,86.0,0
T698733,C75521,440.95,eBay,E-Commerce,23,39,437.63,702.84,Ecuador,Ecuador,115.0,0
T293319,C15782,720.58,Delta Airlines,E-Commerce,4,32,99.14,636.37,Ecuador,Ecuador,87.0,0
T475576,C68515,940.01,Amazon,E-Commerce,38,34,401.98,186.56,Ecuador,Ecuador,97.0,0
T926207,C45511,604.35,Amazon,E-Commerce,33,37,675.27,354.12,Ecuador,Ecuador,81.0,0
T164752,C50801,119.83,Cartier,E-Commerce,35,39,489.13,783.59,Ecuador,Ecuador,40.0,0
T517329,C81516,160.45,Zales,E-Commerce,17,19,286.24,117.13,Ecuador,Ecuador,12.0,0
T734250,C84749,871.32,Cartier,E-Commerce,36,1,861.84,274.83,Ecuador,Ecuador,12.0,0
T377371,C68783,909.55,Zales,E-Commerce,38,29,200.68,989.53,Ecuador,Ecuador,29.0,0
T794383,C98551,197.68,Amazon,E-Commerce,26,24,663.7,161.52,Ecuador,Ecuador,65.0,0
T899027,C87285,773.84,Amazon,E-Commerce,24,22,40.91,752.17,Ecuador,Ecuador,53.0,0
T898716,C46580,244.21,American Airlines,E-Commerce,6,3,203.18,610.39,Ecuador,Ecuador,41.0,0
T214657,C58725,72.81,Zephora,E-Commerce,29,3,334.67,525.07,Ecuador,Ecuador,23.0,0
T536473,C16257,88.91,Steam,E-Commerce,19,1,101.21,222.24,Ecuador,Ecuador,87.0,0
T415449,C86898,362.64,Epic Games,E-Commerce,34,18,224.51,105.01,Ecuador,Ecuador,111.0,0
T617422,C23540,239.71,Tiffany & Co.,E-Commerce,33,11,635.65,745.27,Ecuador,Ecuador,92.0,0
T677474,C34164,87.59,Shein,E-Commerce,18,29,469.11,459.74,Chile,Ecuador,102.0,0
T635452,C90862,636.02,Zephora,E-Commerce,30,35,727.08,906.04,Chile,Chile,9.0,0
T940655,C43989,387.37,Walmart,E-Commerce,9,13,589.53,833.44,Chile,Chile,34.0,0
T899556,C41889,690.85,Steam,E-Commerce,3,19,283.3,868.84,Chile,Chile,23.0,0
T408736,C75251,150.68,Zephora,E-Commerce,27,10,682.08,395.18,Chile,Chile,108.0,0
T456457,C62808,285.16,American Airlines,E-Commerce,21,37,357.25,153.16,Ecuador,Chile,87.0,1
T855417,C19732,484.01,Zales,E-Commerce,9,37,918.69,599.04,Ecuador,Ecuador,33.0,0
T300182,C15262,720.05,eBay,E-Commerce,14,31,454.73,596.46,Ecuador,Ecuador,82.0,0
T518502,C74528,772.76,Delta Airlines,E-Commerce,11,16,438.32,773.87,Ecuador,Ecuador,51.0,0
T226749,C57945,198.37,Walmart,E-Commerce,5,30,701.74,738.24,Ecuador,Ecuador,115.0,0
T724412,C13432,241.04,LATAM,E-Commerce,34,37,276.72,155.02,Ecuador,Ecuador,47.0,0
T611814,C47351,134.74,Epic Games,E-Commerce,18,16,185.0,463.39,Colombia,Ecuador,19.0,0
T361904,C63029,547.51,G2A,E-Commerce,24,4,382.06,149.17,Colombia,Colombia,44.0,0
T304286,C40220,356.69,Zales,E-Commerce,1,32,157.16,974.43,Colombia,Colombia,12.0,0
T746301,C11066,635.25,Amazon,E-Commerce,22,25,843.05,279.25,Colombia,Colombia,109.0,0
T251966,C34304,292.5,Booking,E-Commerce,27,32,54.38,229.34,Ecuador,Colombia,12.0,1
T455017,C74380,883.54,Tiffany & Co.,E-Commerce,17,30,423.86,943.62,Ecuador,Ecuador,75.0,0
T742996,C78463,862.71,Amazon,E-Commerce,32,35,392.79,137.75,Ecuador,Ecuador,41.0,0
T434075,C87345,131.31,American Airlines,E-Commerce,35,2,275.74,378.18,Ecuador,Ecuador,75.0,0
T485390,C81681,300.31,Amazon Gift Cards,E-Commerce,1,27,160.12,683.31,Ecuador,Ecuador,80.0,0
T747172,C77401,475.54,Zephora,E-Commerce,21,12,819.99,808.97,Ecuador,Ecuador,49.0,0
T700320,C67140,357.96,Zephora,E-Commerce,27,12,903.32,369.86,Ecuador,Ecuador,64.0,0
T424631,C86578,69.23,Walmart,E-Commerce,8,10,314.63,75.69,Ecuador,Ecuador,101.0,0
T367529,C64213,96.25,Amazon,E-Commerce,22,35,240.7,463.85,Ecuador,Ecuador,13.0,0
T700545,C99289,526.99,eBay,E-Commerce,3,15,739.02,903.7,Ecuador,Ecuador,3.0,0
T263354,C47786,278.93,Zephora,E-Commerce,18,31,576.09,254.87,Ecuador,Ecuador,49.0,0
T659165,C94132,133.47,Amazon Gift Cards,E-Commerce,6,34,477.22,781.77,Ecuador,Ecuador,21.0,0
T674667,C30857,80.59,LATAM,E-Commerce,23,29,991.72,567.66,Ecuador,Ecuador,25.0,0
T565955,C18810,221.88,Booking,E-Commerce,3,23,925.53,446.24,Ecuador,Ecuador,58.0,0
T483591,C60826,267.75,Shein,E-Commerce,31,1,610.96,627.5,Ecuador,Ecuador,65.0,0
T706905,C14793,533.88,G2A,E-Commerce,32,33,145.0,734.89,Ecuador,Ecuador,4.0,0
T710480,C15764,117.92,Amazon,E-Commerce,11,7,941.8,45.36,Ecuador,Ecuador,119.0,0
T528517,C61056,728.18,Delta Airlines,E-Commerce,19,7,289.39,860.27,Ecuador,Ecuador,75.0,0
T195473,C85067,789.78,Walmart,E-Commerce,11,20,787.36,98.78,Ecuador,Ecuador,95.0,0
T486084,C59060,93.0,Amazon,E-Commerce,22,27,276.27,920.65,Ecuador,Ecuador,92.0,0
T317419,C86189,416.44,Delta Airlines,E-Commerce,29,3,593.81,709.76,Ecuador,Ecuador,116.0,0
T423112,C69651,806.2,Cartier,E-Commerce,23,34,94.99,590.11,Ecuador,Ecuador,42.0,0
T404436,C53124,686.82,LATAM,E-Commerce,19,19,54.93,102.98,Ecuador,Ecuador,99.0,0
T134368,C38461,245.49,Zephora,E-Commerce,10,34,966.68,800.12,Ecuador,Ecuador,2.0,0
T149770,C84021,831.14,Epic Games,E-Commerce,24,5,328.0,780.23,Ecuador,Ecuador,108.0,0
T359406,C99134,355.3,G2A,E-Commerce,38,28,326.47,876.05,Ecuador,Ecuador,11.0,0
T668576,C59180,97.79,Amazon,E-Commerce,34,13,366.85,702.29,Ecuador,Ecuador,97.0,0
T145745,C34921,999.8,Amazon Gift Cards,E-Commerce,25,8,302.87,389.54,Ecuador,Ecuador,2.0,0
T983489,C50419,152.78,Zales,E-Commerce,29,9,40.66,432.35,Ecuador,Ecuador,35.0,0
T441240,C69343,64.75,Tiffany & Co.,E-Commerce,4,21,591.47,261.68,Ecuador,Ecuador,57.0,0
T432317,C64041,719.58,American Airlines,E-Commerce,26,14,616.81,597.51,Ecuador,Ecuador,92.0,0
T207297,C90561,795.84,Cartier,E-Commerce,13,20,505.95,705.03,Ecuador,Ecuador,26.0,0
T336363,C13675,409.26,Shein,E-Commerce,31,20,216.44,692.42,Ecuador,Ecuador,37.0,0
T895763,C69144,860.47,Zales,E-Commerce,1,21,322.65,839.19,Ecuador,Ecuador,18.0,0
T435497,C51872,618.47,Tiffany & Co.,E-Commerce,18,9,736.8,979.59,Ecuador,Ecuador,32.0,0
T656316,C48680,694.31,Steam,E-Commerce,33,30,95.71,433.32,Ecuador,Ecuador,63.0,0
T168938,C74063,972.62,Cartier,E-Commerce,9,20,656.4,923.13,Ecuador,Ecuador,53.0,0
T770577,C25719,959.51,Booking,E-Commerce,27,8,919.16,722.6,Ecuador,Ecuador,32.0,0
T851111,C65393,583.76,Amazon,E-Commerce,39,19,247.92,631.07,Ecuador,Ecuador,103.0,0
T463513,C26871,439.11,Shein,E-Commerce,1,26,601.41,651.05,India,Ecuador,38.0,1
T102900,C84060,531.09,Delta Airlines,E-Commerce,9,7,951.01,359.52,India,India,107.0,0
T476233,C55451,431.75,Epic Games,E-Commerce,25,13,564.66,733.78,India,India,3.0,0
T828352,C53486,550.56,Epic Games,E-Commerce,8,8,730.54,713.01,India,India,89.0,0
T959428,C51266,446.17,eBay,E-Commerce,35,5,197.05,682.96,India,India,108.0,0
T782809,C90040,604.43,G2A,E-Commerce,37,8,736.14,346.84,India,India,83.0,0
T105940,C37916,602.22,Walmart,E-Commerce,15,15,281.8,299.29,India,India,80.0,0
T155388,C50954,825.8,Zephora,E-Commerce,30,19,99.33,209.54,India,India,100.0,0
T976863,C29430,780.65,Tiffany & Co.,E-Commerce,15,5,218.73,827.28,India,India,63.0,0
T675889,C52313,916.42,LATAM,E-Commerce,5,7,6.46,953.95,Ecuador,India,99.0,0
T459732,C29786,56.08,Zephora,E-Commerce,30,1,160.53,567.08,Ecuador,Ecuador,112.0,0
T359172,C32646,586.17,Zales,E-Commerce,30,27,476.18,260.79,Ecuador,Ecuador,69.0,0
T518838,C32277,190.15,Amazon Gift Cards,E-Commerce,23,11,894.1,506.7,Ecuador,Ecuador,31.0,0
T965573,C91789,749.52,Steam,E-Commerce,13,24,504.08,442.91,Ecuador,Ecuador,104.0,0
T369229,C21705,515.3,eBay,E-Commerce,18,19,978.49,519.46,Ecuador,Ecuador,25.0,0
T492565,C67724,324.45,Booking,E-Commerce,35,34,429.54,767.67,Ecuador,Ecuador,64.0,0
T875308,C92544,877.87,LATAM,E-Commerce,29,4,313.94,5.62,Ecuador,Ecuador,101.0,0
T262629,C56954,695.58,Amazon,E-Commerce,30,24,62.26,81.92,Ecuador,Ecuador,29.0,0
T163078,C46592,824.09,Booking,E-Commerce,24,12,28.32,741.73,Ecuador,Ecuador,83.0,0
T798901,C58352,525.13,Walmart,E-Commerce,24,3,146.74,107.77,Ecuador,Ecuador,10.0,0
T679094,C50727,388.63,Shein,E-Commerce,30,10,448.24,963.72,Ecuador,Ecuador,9.0,0
T107113,C62874,116.63,Amazon,E-Commerce,3,26,509.56,131.99,Ecuador,Ecuador,34.0,0
T908060,C25390,156.88,G2A,E-Commerce,33,17,868.93,858.67,Ecuador,Ecuador,117.0,0
T656706,C95521,663.48,G2A,E-Commerce,34,10,135.2,322.74,Ecuador,Ecuador,62.0,0
T244512,C30898,24.47,Steam,E-Commerce,13,32,630.09,655.85,Ecuador,Ecuador,119.0,0
T998777,C37969,821.54,Amazon,E-Commerce,34,34,2.46,534.24,Ecuador,Ecuador,15.0,0
T759089,C71155,27.74,LATAM,E-Commerce,16,32,158.87,496.18,Ecuador,Ecuador,29.0,0
T784796,C96006,942.04,Tiffany & Co.,E-Commerce,11,36,967.79,612.95,Ecuador,Ecuador,22.0,0
T922002,C54755,873.89,American Airlines,E-Commerce,35,6,573.58,364.49,Ecuador,Ecuador,96.0,0
T353061,C14035,937.47,Booking,E-Commerce,16,30,735.07,761.89,Ecuador,Ecuador,18.0,0
T331615,C99002,693.62,Booking,E-Commerce,30,35,321.61,52.17,Ecuador,Ecuador,53.0,0
T285259,C86497,690.89,G2A,E-Commerce,13,20,651.66,296.89,Ecuador,Ecuador,8.0,0
T351805,C49176,991.39,Amazon,E-Commerce,25,10,693.37,769.85,Ecuador,Ecuador,40.0,0
T454039,C70818,337.15,Cartier,E-Commerce,11,39,717.06,871.82,Ecuador,Ecuador,27.0,0
T221044,C33113,387.69,Zephora,E-Commerce,21,3,69.37,754.68,Ecuador,Ecuador,91.0,0
T142834,C76603,850.55,Zales,E-Commerce,20,37,674.04,155.31,Chile,Ecuador,101.0,0
T796484,C19628,888.69,Delta Airlines,E-Commerce,10,20,563.46,938.79,Ecuador,Chile,34.0,1
T987827,C10338,279.34,Amazon,E-Commerce,34,8,702.7,590.34,Ecuador,Ecuador,54.0,0
T168017,C59455,374.36,Steam,E-Commerce,25,35,994.05,488.12,Ecuador,Ecuador,114.0,0
T348293,C62595,770.97,G2A,E-Commerce,33,4,922.73,930.84,Ecuador,Ecuador,17.0,0
T831985,C23707,76.4,Shein,E-Commerce,4,37,983.26,86.45,Ecuador,Ecuador,80.0,0
T930055,C69108,761.98,Booking,E-Commerce,12,35,970.66,737.78,Ecuador,Ecuador,59.0,0
T955364,C26402,487.0,Cartier,E-Commerce,30,10,98.27,491.78,Ecuador,Ecuador,88.0,0
T320538,C42192,105.63,Cartier,E-Commerce,30,39,922.81,10.63,Ecuador,Ecuador,103.0,0
T421107,C92252,536.69,Booking,E-Commerce,3,7,679.35,971.72,Ecuador,Ecuador,119.0,0
T375033,C49947,503.53,G2A,E-Commerce,24,36,349.9,980.96,Ecuador,Ecuador,77.0,0
T304315,C39530,827.15,G2A,E-Commerce,23,28,795.0,933.65,Ecuador,Ecuador,55.0,0
T962756,C62483,360.86,Booking,E-Commerce,39,36,726.54,286.38,Ecuador,Ecuador,116.0,0
T822655,C85473,143.59,Epic Games,E-Commerce,9,29,247.49,181.83,Ecuador,Ecuador,74.0,0
T515056,C20417,992.32,Booking,E-Commerce,10,38,745.98,939.17,Ecuador,Ecuador,62.0,0
T394563,C92638,818.66,American Airlines,E-Commerce,39,14,879.15,746.59,Ecuador,Ecuador,93.0,0
T890203,C31971,106.85,Steam,E-Commerce,31,25,829.59,160.4,Ecuador,Ecuador,42.0,0
T374838,C81629,43.68,Tiffany & Co.,E-Commerce,23,27,44.58,863.72,Ecuador,Ecuador,82.0,0
T577054,C16307,130.65,Walmart,E-Commerce,14,14,649.54,266.65,Ecuador,Ecuador,54.0,0
T934445,C56622,417.07,Zales,E-Commerce,12,27,866.45,718.42,Ecuador,Ecuador,38.0,0
T167633,C94094,654.64,Zales,E-Commerce,8,29,605.03,504.8,Ecuador,Ecuador,84.0,0
T906718,C82324,977.56,Shein,E-Commerce,28,15,299.43,527.84,Ecuador,Ecuador,76.0,0
T390325,C63017,678.65,Walmart,E-Commerce,31,38,752.96,119.71,Ecuador,Ecuador,89.0,0
T841552,C49337,663.89,Tiffany & Co.,E-Commerce,29,10,602.36,345.06,Ecuador,Ecuador,96.0,0
T972779,C68626,900.85,Zales,E-Commerce,3,35,761.01,932.68,Ecuador,Ecuador,44.0,0
T845777,C43276,220.46,Cartier,E-Commerce,20,11,113.9,965.97,Ecuador,Ecuador,89.0,0
T867532,C16419,329.22,Delta Airlines,E-Commerce,21,11,275.61,975.33,Ecuador,Ecuador,52.0,0
T172052,C88090,374.07,Shein,E-Commerce,5,29,254.89,560.15,Ecuador,Ecuador,31.0,0
T514005,C64206,191.99,Zephora,E-Commerce,35,23,54.75,564.97,Ecuador,Ecuador,81.0,0
T575238,C93358,5.99,Zephora,E-Commerce,5,9,808.76,551.54,Ecuador,Ecuador,62.0,0
T165334,C91959,160.14,Zales,E-Commerce,22,35,574.5,867.22,Ecuador,Ecuador,33.0,0
T630810,C52101,835.28,Epic Games,E-Commerce,38,14,430.58,917.75,Ecuador,Ecuador,42.0,0
T991796,C94279,219.14,Tiffany & Co.,E-Commerce,22,16,113.47,939.01,Ecuador,Ecuador,62.0,0
T428897,C43269,87.29,Epic Games,E-Commerce,27,26,274.42,810.33,Ecuador,Ecuador,53.0,0
T320104,C74539,435.76,Walmart,E-Commerce,24,32,87.35,962.52,Ecuador,Ecuador,75.0,0
T681831,C22423,317.89,Amazon Gift Cards,E-Commerce,7,25,372.16,930.51,Ecuador,Ecuador,107.0,0
T403917,C23598,59.73,LATAM,E-Commerce,20,31,65.75,549.16,Peru,Ecuador,49.0,0
T828242,C62899,312.86,Amazon,E-Commerce,4,1,794.03,246.11,Brazil,Peru,86.0,0
T930149,C65783,774.05,Epic Games,E-Commerce,14,15,782.81,799.9,Brazil,Brazil,91.0,0
T298341,C75498,27.2,G2A,E-Commerce,32,38,36.85,877.55,Brazil,Brazil,57.0,0
T310293,C30855,903.62,LATAM,E-Commerce,3,14,305.4,6.92,Brazil,Brazil,97.0,0
T607558,C59769,188.16,Walmart,E-Commerce,36,37,38.82,548.26,Brazil,Brazil,59.0,0
T608772,C65251,362.54,LATAM,E-Commerce,18,5,466.66,683.56,Brazil,Brazil,34.0,0
T332414,C40760,901.81,Steam,E-Commerce,25,21,292.16,49.03,Ecuador,Brazil,41.0,0
T482945,C50364,343.59,Amazon Gift Cards,E-Commerce,20,22,44.09,191.3,Ecuador,Ecuador,17.0,0
T103593,C39447,256.71,Cartier,E-Commerce,8,34,826.89,996.26,Ecuador,Ecuador,18.0,0
T363776,C20223,957.49,eBay,E-Commerce,2,28,890.71,526.04,Ecuador,Ecuador,7.0,0
T739850,C97396,231.17,Walmart,E-Commerce,15,15,803.84,776.78,Ecuador,Ecuador,82.0,0
T456490,C17309,685.7,Cartier,E-Commerce,1,26,798.65,847.63,Ecuador,Ecuador,71.0,0
T755992,C41679,721.09,American Airlines,E-Commerce,5,35,761.93,815.95,Ecuador,Ecuador,73.0,0
T235734,C60039,844.25,Shein,E-Commerce,21,19,829.46,123.79,Ecuador,Ecuador,56.0,0
T217359,C34684,642.89,Delta Airlines,E-Commerce,10,35,685.67,17.75,Ecuador,Ecuador,40.0,0
T129863,C29691,932.03,Epic Games,E-Commerce,14,38,525.4,298.27,Ecuador,Ecuador,114.0,0
T225474,C38733,930.26,G2A,E-Commerce,27,38,354.33,120.72,Ecuador,Ecuador,45.0,0
T293203,C89017,474.16,Epic Games,E-Commerce,19,13,280.97,309.19,Ecuador,Ecuador,31.0,0
T832400,C28424,421.84,Walmart,E-Commerce,11,8,184.41,550.89,Ecuador,Ecuador,98.0,0
T600109,C52221,303.51,eBay,E-Commerce,12,17,903.48,858.77,Ecuador,Ecuador,66.0,0
T191423,C21160,515.23,Zephora,E-Commerce,6,36,324.64,90.02,Ecuador,Ecuador,50.0,0
T528063,C61184,860.31,Amazon,E-Commerce,4,5,154.47,119.31,Ecuador,Ecuador,12.0,0
T922437,C44989,901.56,Booking,E-Commerce,4,16,329.8,376.22,Ecuador,Ecuador,17.0,0
T657641,C33294,742.71,Amazon,E-Commerce,29,9,827.38,957.15,Colombia,Ecuador,14.0,0
T345166,C47805,314.98,Booking,E-Commerce,21,20,912.04,747.35,Colombia,Colombia,86.0,0
T904624,C51804,785.62,LATAM,E-Commerce,7,31,118.99,458.0,Colombia,Colombia,45.0,0
T944270,C49736,114.26,Delta Airlines,E-Commerce,31,19,821.8,643.26,Colombia,Colombia,34.0,0
T583249,C91264,841.97,Walmart,E-Commerce,17,21,512.39,265.15,Colombia,Colombia,80.0,0
T120870,C18371,790.21,Booking,E-Commerce,12,28,677.98,663.3,Colombia,Colombia,13.0,0
T912258,C20382,115.04,Amazon Gift Cards,E-Commerce,28,24,339.06,709.01,Colombia,Colombia,116.0,0
T516070,C88273,221.29,American Airlines,E-Commerce,27,26,204.78,224.75,Colombia,Colombia,52.0,0
T483048,C41358,627.55,Cartier,E-Commerce,16,34,955.98,46.56,Colombia,Colombia,88.0,0
T684794,C18317,115.83,Walmart,E-Commerce,31,24,481.63,984.24,Ecuador,Colombia,92.0,0
T425376,C69593,490.4,Booking,E-Commerce,14,18,315.55,941.92,Ecuador,Ecuador,11.0,0
T260488,C78060,255.75,Cartier,E-Commerce,12,10,92.57,969.43,Ecuador,Ecuador,106.0,0
T238964,C28026,419.53,Zales,E-Commerce,5,38,823.03,104.14,Ecuador,Ecuador,21.0,0
